@ref(networkElement)|@const(IpagSlot)class
@index(PE_Slot)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|slot_number|slot_name
32.119.121.116/5|32.119.121.116/5|32.119.121.116/5|||OEW-SROUTER|true||5|
12.122.122.53/3|12.122.122.53/3|12.122.122.53/3|||OEW-VPLS|true||3|
12.82.124.192/2|12.82.124.192/2|12.82.124.192/2|||OEW-VPLS|true||2|
12.122.122.161/1|12.122.122.161/1|12.122.122.161/1|||OEW-VPLS|true||1|
143.0.68.206/2|143.0.68.206/2|143.0.68.206/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.80.72.33/1|12.80.72.33/1|12.80.72.33/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.122.122.133/3|12.122.122.133/3|12.122.122.133/3|||OEW-VPLS|true||3|
12.82.40.117/0|12.82.40.117/0|12.82.40.117/0|||OEW-SROUTER|true||0|
12.82.92.31/3|12.82.92.31/3|12.82.92.31/3|||OEW-SROUTER|true||3|
12.82.118.9/3|12.82.118.9/3|12.82.118.9/3|||OEW-VPLS|true||3|
149.8.0.26/0|149.8.0.26/0|149.8.0.26/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.82.16.94/1|12.82.16.94/1|12.82.16.94/1|||OEW-VPLS|true||1|
12.83.164.64/7|12.83.164.64/7|12.83.164.64/7|||OEW-SROUTER|true||7|
12.82.16.89/10|12.82.16.89/10|12.82.16.89/10|||OEW-VPLS|true||10|
12.82.78.17/7|12.82.78.17/7|12.82.78.17/7|||OEW-VPLS|true||7|
1.2.3.4/3|1.2.3.4/3|1.2.3.4/3|||OEW-T640|true||3|
12.83.165.75/7|12.83.165.75/7|12.83.165.75/7|||OEW-SROUTER|true||7|
12.83.164.233/4|12.83.164.233/4|12.83.164.233/4|||OEW-SROUTER|true||4|
12.82.100.12/3|12.82.100.12/3|12.82.100.12/3|||OEW-SROUTER|true||3|
12.82.0.124/7|12.82.0.124/7|12.82.0.124/7|||OEW-VPLS|true||7|
12.122.122.152/4|12.122.122.152/4|12.122.122.152/4|||OEW-VPLS|true||4|
12.122.122.17/10|12.122.122.17/10|12.122.122.17/10|||OEW-VPLS|true||10|
12.82.16.67/2|12.82.16.67/2|12.82.16.67/2|||OEW-VPLS|true||2|
12.122.122.93/1|12.122.122.93/1|12.122.122.93/1|||OEW-VPLS|true||1|
12.122.120.166/7|12.122.120.166/7|12.122.120.166/7|||OEW-T640|true||7|
12.83.165.178/1|12.83.165.178/1|12.83.165.178/1|||OEW-SROUTER|true||1|
12.82.96.6/4|12.82.96.6/4|12.82.96.6/4|||OEW-SROUTER|true||4|
12.122.119.11/5|12.122.119.11/5|12.122.119.11/5|||OEW-T640|true||5|
12.82.60.28/3|12.82.60.28/3|12.82.60.28/3|||OEW-SROUTER|true||3|
148.0.131.176/0|148.0.131.176/0|148.0.131.176/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.83.164.49/6|12.83.164.49/6|12.83.164.49/6|||OEW-SROUTER|true||6|
12.122.125.10/5|12.122.125.10/5|12.122.125.10/5|||OEW-T640|true||5|
12.122.122.207/0|12.122.122.207/0|12.122.122.207/0|||OEW-VPLS|true||0|
165.87.245.224/1|165.87.245.224/1|165.87.245.224/1|||OEW-SROUTER|true||1|
8.8.0.190/5|8.8.0.190/5|8.8.0.190/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
12.82.110.15/2|12.82.110.15/2|12.82.110.15/2|||OEW-VPLS|true||2|
150.0.0.59/2|150.0.0.59/2|150.0.0.59/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.82.8.107/7|12.82.8.107/7|12.82.8.107/7|||OEW-VPLS|true||7|
12.83.164.117/2|12.83.164.117/2|12.83.164.117/2|||OEW-SROUTER|true||2|
12.122.119.18/1|12.122.119.18/1|12.122.119.18/1|||OEW-T640|true||1|
143.0.24.158/0|143.0.24.158/0|143.0.24.158/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.122.119.98/7|12.122.119.98/7|12.122.119.98/7|||OEW-T640|true||7|
12.82.70.30/3|12.82.70.30/3|12.82.70.30/3|||OEW-VPLS|true||3|
12.122.122.121/2|12.122.122.121/2|12.122.122.121/2|||OEW-VPLS|true||2|
12.122.122.145/11|12.122.122.145/11|12.122.122.145/11|||OEW-VPLS|true||11|
12.82.88.1/3|12.82.88.1/3|12.82.88.1/3|||OEW-VPLS|true||3|
12.122.120.165/7|12.122.120.165/7|12.122.120.165/7|||OEW-T640|true||7|
12.122.122.181/2|12.122.122.181/2|12.122.122.181/2|||OEW-VPLS|true||2|
12.83.165.137/7|12.83.165.137/7|12.83.165.137/7|||OEW-SROUTER|true||7|
12.122.126.9/4|12.122.126.9/4|12.122.126.9/4|||OEW-T640|true||4|
12.122.122.25/4|12.122.122.25/4|12.122.122.25/4|||OEW-VPLS|true||4|
12.83.164.60/0|12.83.164.60/0|12.83.164.60/0|||OEW-SROUTER|true||0|
12.82.8.79/9|12.82.8.79/9|12.82.8.79/9|||OEW-VPLS|true||9|
12.122.125.232/4|12.122.125.232/4|12.122.125.232/4|||OEW-T640|true||4|
12.122.126.224/4|12.122.126.224/4|12.122.126.224/4|||OEW-T640|true||4|
12.122.125.165/7|12.122.125.165/7|12.122.125.165/7|||OEW-T640|true||7|
148.0.131.219/0|148.0.131.219/0|148.0.131.219/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.122.122.51/4|12.122.122.51/4|12.122.122.51/4|||OEW-VPLS|true||4|
12.122.125.76/4|12.122.125.76/4|12.122.125.76/4|||OEW-T640|true||4|
143.0.24.8/0|143.0.24.8/0|143.0.24.8/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.82.109.1/1|12.82.109.1/1|12.82.109.1/1|||OEW-VPLS|true||1|
165.87.253.140/5|165.87.253.140/5|165.87.253.140/5|||OEW-SROUTER|true||5|
12.122.120.69/2|12.122.120.69/2|12.122.120.69/2|||OEW-T640|true||2|
172.30.136.2/6|172.30.136.2/6|172.30.136.2/6|||OEW-SROUTER|true||6|
12.122.122.82/3|12.122.122.82/3|12.122.122.82/3|||OEW-VPLS|true||3|
12.83.164.185/0|12.83.164.185/0|12.83.164.185/0|||OEW-SROUTER|true||0|
12.122.127.133/3|12.122.127.133/3|12.122.127.133/3|||OEW-T640|true||3|
12.82.95.219/0|12.82.95.219/0|12.82.95.219/0|||OEW-SROUTER|true||0|
143.0.24.162/2|143.0.24.162/2|143.0.24.162/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.72/4|143.0.68.72/4|143.0.68.72/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.82.40.135/7|12.82.40.135/7|12.82.40.135/7|||OEW-VPLS|true||7|
12.82.24.47/9|12.82.24.47/9|12.82.24.47/9|||OEW-VPLS|true||9|
12.122.126.74/2|12.122.126.74/2|12.122.126.74/2|||OEW-SROUTER|true||2|
12.122.126.81/4|12.122.126.81/4|12.122.126.81/4|||OEW-T640|true||4|
12.82.82.27/1|12.82.82.27/1|12.82.82.27/1|||OEW-SROUTER|true||1|
12.123.80.68/5|12.123.80.68/5|12.123.80.68/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.122.122.107/11|12.122.122.107/11|12.122.122.107/11|||OEW-VPLS|true||11|
12.82.104.6/2|12.82.104.6/2|12.82.104.6/2|||OEW-VPLS|true||2|
12.82.102.4/7|12.82.102.4/7|12.82.102.4/7|||OEW-VPLS|true||7|
12.122.124.141/0|12.122.124.141/0|12.122.124.141/0|||OEW-T640|true||0|
165.87.245.224/0|165.87.245.224/0|165.87.245.224/0|||OEW-SROUTER|true||0|
12.122.126.69/7|12.122.126.69/7|12.122.126.69/7|||OEW-T640|true||7|
12.82.0.49/2|12.82.0.49/2|12.82.0.49/2|||OEW-SROUTER|true||2|
12.82.74.30/2|12.82.74.30/2|12.82.74.30/2|||OEW-SROUTER|true||2|
12.83.165.75/6|12.83.165.75/6|12.83.165.75/6|||OEW-SROUTER|true||6|
165.87.208.33/2|165.87.208.33/2|165.87.208.33/2|||OEW-SROUTER|true||2|
12.82.118.12/8|12.82.118.12/8|12.82.118.12/8|||OEW-VPLS|true||8|
12.82.24.82/0|12.82.24.82/0|12.82.24.82/0|||OEW-VPLS|true||0|
12.80.72.76/0|12.80.72.76/0|12.80.72.76/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.8.95/4|12.82.8.95/4|12.82.8.95/4|||OEW-VPLS|true||4|
12.122.215.42/1|12.122.215.42/1|12.122.215.42/1|||OEW-T640|true||1|
12.122.126.166/2|12.122.126.166/2|12.122.126.166/2|||OEW-T640|true||2|
12.82.58.7/2|12.82.58.7/2|12.82.58.7/2|||OEW-SROUTER|true||2|
12.83.165.8/1|12.83.165.8/1|12.83.165.8/1|||OEW-SROUTER|true||1|
12.122.120.232/2|12.122.120.232/2|12.122.120.232/2|||OEW-T640|true||2|
12.122.120.254/0|12.122.120.254/0|12.122.120.254/0|||OEW-T640|true||0|
12.82.24.64/0|12.82.24.64/0|12.82.24.64/0|||OEW-SROUTER|true||0|
12.83.164.200/0|12.83.164.200/0|12.83.164.200/0|||OEW-SROUTER|true||0|
12.122.127.5/6|12.122.127.5/6|12.122.127.5/6|||OEW-T640|true||6|
12.82.8.109/0|12.82.8.109/0|12.82.8.109/0|||OEW-SROUTER|true||0|
12.82.40.96/2|12.82.40.96/2|12.82.40.96/2|||OEW-VPLS|true||2|
12.82.127.192/0|12.82.127.192/0|12.82.127.192/0|||OEW-VPLS|true||0|
12.82.53.5/7|12.82.53.5/7|12.82.53.5/7|||OEW-VPLS|true||7|
12.82.126.64/10|12.82.126.64/10|12.82.126.64/10|||OEW-VPLS|true||10|
165.87.245.234/7|165.87.245.234/7|165.87.245.234/7|||OEW-SROUTER|true||7|
12.83.165.58/3|12.83.165.58/3|12.83.165.58/3|||OEW-SROUTER|true||3|
12.122.120.244/3|12.122.120.244/3|12.122.120.244/3|||OEW-T640|true||3|
12.122.127.72/0|12.122.127.72/0|12.122.127.72/0|||OEW-T640|true||0|
12.122.126.105/4|12.122.126.105/4|12.122.126.105/4|||OEW-T640|true||4|
12.82.146.20/7|12.82.146.20/7|12.82.146.20/7|||OEW-VPLS|true||7|
12.82.56.3/1|12.82.56.3/1|12.82.56.3/1|||OEW-SROUTER|true||1|
12.122.215.16/0|12.122.215.16/0|12.122.215.16/0|||OEW-T640|true||0|
12.82.40.95/9|12.82.40.95/9|12.82.40.95/9|||OEW-VPLS|true||9|
172.18.133.230/7|172.18.133.230/7|172.18.133.230/7|||OEW-SROUTER|true||7|
143.0.25.22/5|143.0.25.22/5|143.0.25.22/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.82.117.6/1|12.82.117.6/1|12.82.117.6/1|||OEW-VPLS|true||1|
12.83.165.176/1|12.83.165.176/1|12.83.165.176/1|||OEW-SROUTER|true||1|
12.122.126.101/0|12.122.126.101/0|12.122.126.101/0|||OEW-T640|true||0|
12.122.119.33/4|12.122.119.33/4|12.122.119.33/4|||OEW-T640|true||4|
12.82.126.128/7|12.82.126.128/7|12.82.126.128/7|||OEW-VPLS|true||7|
12.83.164.202/2|12.83.164.202/2|12.83.164.202/2|||OEW-SROUTER|true||2|
12.82.55.6/1|12.82.55.6/1|12.82.55.6/1|||OEW-VPLS|true||1|
12.82.8.76/3|12.82.8.76/3|12.82.8.76/3|||OEW-VPLS|true||3|
12.122.215.47/4|12.122.215.47/4|12.122.215.47/4|||OEW-T640|true||4|
12.82.16.107/0|12.82.16.107/0|12.82.16.107/0|||OEW-VPLS|true||0|
12.82.126.192/8|12.82.126.192/8|12.82.126.192/8|||OEW-VPLS|true||8|
12.83.165.180/7|12.83.165.180/7|12.83.165.180/7|||OEW-SROUTER|true||7|
12.82.8.94/0|12.82.8.94/0|12.82.8.94/0|||OEW-VPLS|true||0|
12.83.164.217/2|12.83.164.217/2|12.83.164.217/2|||OEW-SROUTER|true||2|
12.122.119.164/0|12.122.119.164/0|12.122.119.164/0|||OEW-T640|true||0|
12.82.106.4/2|12.82.106.4/2|12.82.106.4/2|||OEW-VPLS|true||2|
12.122.126.70/3|12.122.126.70/3|12.122.126.70/3|||OEW-T640|true||3|
165.87.245.66/7|165.87.245.66/7|165.87.245.66/7|||OEW-SROUTER|true||7|
12.83.164.155/3|12.83.164.155/3|12.83.164.155/3|||OEW-SROUTER|true||3|
12.83.164.227/0|12.83.164.227/0|12.83.164.227/0|||OEW-SROUTER|true||0|
12.82.102.29/0|12.82.102.29/0|12.82.102.29/0|||OEW-SROUTER|true||0|
12.122.122.241/0|12.122.122.241/0|12.122.122.241/0|||OEW-VPLS|true||0|
12.82.58.1/3|12.82.58.1/3|12.82.58.1/3|||OEW-SROUTER|true||3|
12.82.8.83/1|12.82.8.83/1|12.82.8.83/1|||OEW-SROUTER|true||1|
32.119.114.116/7|32.119.114.116/7|32.119.114.116/7|||OEW-SROUTER|true||7|
12.82.70.31/4|12.82.70.31/4|12.82.70.31/4|||OEW-VPLS|true||4|
12.122.127.48/4|12.122.127.48/4|12.122.127.48/4|||OEW-T640|true||4|
12.82.118.16/8|12.82.118.16/8|12.82.118.16/8|||OEW-VPLS|true||8|
12.82.78.26/5|12.82.78.26/5|12.82.78.26/5|||OEW-VPLS|true||5|
12.82.124.64/9|12.82.124.64/9|12.82.124.64/9|||OEW-VPLS|true||9|
12.122.122.56/10|12.122.122.56/10|12.122.122.56/10|||OEW-VPLS|true||10|
12.122.120.12/6|12.122.120.12/6|12.122.120.12/6|||OEW-SROUTER|true||6|
12.122.122.188/11|12.122.122.188/11|12.122.122.188/11|||OEW-VPLS|true||11|
12.122.127.61/6|12.122.127.61/6|12.122.127.61/6|||OEW-T640|true||6|
143.0.68.243/7|143.0.68.243/7|143.0.68.243/7|ETHERNET-NFO|IPAG|IPAG|true|B|7|DPC7
12.82.117.28/0|12.82.117.28/0|12.82.117.28/0|||OEW-VPLS|true||0|
12.82.102.4/5|12.82.102.4/5|12.82.102.4/5|||OEW-VPLS|true||5|
12.122.127.49/4|12.122.127.49/4|12.122.127.49/4|||OEW-SROUTER|true||4|
12.122.126.64/6|12.122.126.64/6|12.122.126.64/6|||OEW-T640|true||6|
143.0.24.131/4|143.0.24.131/4|143.0.24.131/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
12.82.96.18/5|12.82.96.18/5|12.82.96.18/5|||OEW-VPLS|true||5|
12.123.80.46/5|12.123.80.46/5|12.123.80.46/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
12.82.0.54/2|12.82.0.54/2|12.82.0.54/2|||OEW-SROUTER|true||2|
12.122.119.11/3|12.122.119.11/3|12.122.119.11/3|||OEW-T640|true||3|
12.82.0.45/8|12.82.0.45/8|12.82.0.45/8|||OEW-VPLS|true||8|
12.122.127.48/5|12.122.127.48/5|12.122.127.48/5|||OEW-T640|true||5|
12.83.165.48/4|12.83.165.48/4|12.83.165.48/4|||OEW-SROUTER|true||4|
12.82.102.21/5|12.82.102.21/5|12.82.102.21/5|||OEW-VPLS|true||5|
165.87.64.57/7|165.87.64.57/7|165.87.64.57/7|||OEW-SROUTER|true||7|
10.0.38.56/1|10.0.38.56/1|10.0.38.56/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.82.80.16/2|12.82.80.16/2|12.82.80.16/2|||OEW-SROUTER|true||2|
12.122.126.10/7|12.122.126.10/7|12.122.126.10/7|||OEW-T640|true||7|
12.82.122.4/2|12.82.122.4/2|12.82.122.4/2|||OEW-VPLS|true||2|
12.122.215.73/4|12.122.215.73/4|12.122.215.73/4|||OEW-T640|true||4|
143.0.24.129/5|143.0.24.129/5|143.0.24.129/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.80.72.58/0|12.80.72.58/0|12.80.72.58/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.88.20/10|12.82.88.20/10|12.82.88.20/10|||OEW-VPLS|true||10|
12.82.24.66/2|12.82.24.66/2|12.82.24.66/2|||OEW-VPLS|true||2|
165.87.245.236/7|165.87.245.236/7|165.87.245.236/7|||OEW-SROUTER|true||7|
10.144.0.147/5|10.144.0.147/5|10.144.0.147/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.122.120.231/5|12.122.120.231/5|12.122.120.231/5|||OEW-SROUTER|true||5|
12.82.110.15/1|12.82.110.15/1|12.82.110.15/1|||OEW-VPLS|true||1|
12.122.124.98/5|12.122.124.98/5|12.122.124.98/5|||OEW-T640|true||5|
12.82.116.9/0|12.82.116.9/0|12.82.116.9/0|||OEW-VPLS|true||0|
12.82.8.77/0|12.82.8.77/0|12.82.8.77/0|||OEW-VPLS|true||0|
12.82.16.127/7|12.82.16.127/7|12.82.16.127/7|||OEW-VPLS|true||7|
12.82.122.25/7|12.82.122.25/7|12.82.122.25/7|||OEW-VPLS|true||7|
12.122.122.70/7|12.122.122.70/7|12.122.122.70/7|||OEW-VPLS|true||7|
12.122.121.153/0|12.122.121.153/0|12.122.121.153/0|||OEW-VPLS|true||0|
12.82.104.22/4|12.82.104.22/4|12.82.104.22/4|||OEW-SROUTER|true||4|
12.122.126.110/7|12.122.126.110/7|12.122.126.110/7|||OEW-T640|true||7|
12.122.122.122/11|12.122.122.122/11|12.122.122.122/11|||OEW-VPLS|true||11|
172.17.196.232/7|172.17.196.232/7|172.17.196.232/7|||OEW-SROUTER|true||7|
12.82.53.8/7|12.82.53.8/7|12.82.53.8/7|||OEW-VPLS|true||7|
12.82.16.68/1|12.82.16.68/1|12.82.16.68/1|||OEW-VPLS|true||1|
12.82.146.10/0|12.82.146.10/0|12.82.146.10/0|||OEW-SROUTER|true||0|
165.87.65.223/0|165.87.65.223/0|165.87.65.223/0|||OEW-SROUTER|true||0|
12.82.148.4/7|12.82.148.4/7|12.82.148.4/7|||OEW-VPLS|true||7|
12.82.8.95/8|12.82.8.95/8|12.82.8.95/8|||OEW-VPLS|true||8|
12.122.122.161/8|12.122.122.161/8|12.122.122.161/8|||OEW-VPLS|true||8|
8.8.0.153/5|8.8.0.153/5|8.8.0.153/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.122.120.184/3|12.122.120.184/3|12.122.120.184/3|||OEW-T640|true||3|
12.83.165.19/6|12.83.165.19/6|12.83.165.19/6|||OEW-SROUTER|true||6|
165.87.208.17/1|165.87.208.17/1|165.87.208.17/1|||OEW-SROUTER|true||1|
12.82.40.133/4|12.82.40.133/4|12.82.40.133/4|||OEW-VPLS|true||4|
12.82.16.68/3|12.82.16.68/3|12.82.16.68/3|||OEW-VPLS|true||3|
12.122.122.56/2|12.122.122.56/2|12.122.122.56/2|||OEW-VPLS|true||2|
12.122.122.106/3|12.122.122.106/3|12.122.122.106/3|||OEW-VPLS|true||3|
148.0.131.197/0|148.0.131.197/0|148.0.131.197/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.82.0.93/11|12.82.0.93/11|12.82.0.93/11|||OEW-VPLS|true||11|
12.123.80.108/0|12.123.80.108/0|12.123.80.108/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.122.125.232/0|12.122.125.232/0|12.122.125.232/0|||OEW-T640|true||0|
12.82.0.43/2|12.82.0.43/2|12.82.0.43/2|||OEW-SROUTER|true||2|
12.82.66.30/11|12.82.66.30/11|12.82.66.30/11|||OEW-VPLS|true||11|
12.122.125.140/3|12.122.125.140/3|12.122.125.140/3|||OEW-T640|true||3|
12.83.164.196/4|12.83.164.196/4|12.83.164.196/4|||OEW-SROUTER|true||4|
12.82.0.69/8|12.82.0.69/8|12.82.0.69/8|||OEW-VPLS|true||8|
12.122.120.187/5|12.122.120.187/5|12.122.120.187/5|||OEW-T640|true||5|
149.0.3.128/4|149.0.3.128/4|149.0.3.128/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.82.40.83/3|12.82.40.83/3|12.82.40.83/3|||OEW-VPLS|true||3|
143.0.68.110/2|143.0.68.110/2|143.0.68.110/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.122.124.195/6|12.122.124.195/6|12.122.124.195/6|||OEW-T640|true||6|
12.83.164.245/7|12.83.164.245/7|12.83.164.245/7|||OEW-SROUTER|true||7|
12.122.122.123/4|12.122.122.123/4|12.122.122.123/4|||OEW-VPLS|true||4|
12.82.53.6/1|12.82.53.6/1|12.82.53.6/1|||OEW-VPLS|true||1|
12.123.80.179/4|12.123.80.179/4|12.123.80.179/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
12.122.120.184/5|12.122.120.184/5|12.122.120.184/5|||OEW-T640|true||5|
149.0.3.228/1|149.0.3.228/1|149.0.3.228/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.122.215.87/4|12.122.215.87/4|12.122.215.87/4|||OEW-T640|true||4|
12.82.0.1/0|12.82.0.1/0|12.82.0.1/0|||OEW-VPLS|true||0|
10.0.36.128/11|10.0.36.128/11|10.0.36.128/11|||OEW-VPLS|true||11|
12.122.215.103/3|12.122.215.103/3|12.122.215.103/3|||OEW-T640|true||3|
12.82.63.11/7|12.82.63.11/7|12.82.63.11/7|||OEW-VPLS|true||7|
12.122.215.83/4|12.122.215.83/4|12.122.215.83/4|||OEW-T640|true||4|
165.87.209.99/2|165.87.209.99/2|165.87.209.99/2|||OEW-SROUTER|true||2|
12.82.78.1/3|12.82.78.1/3|12.82.78.1/3|||OEW-VPLS|true||3|
12.82.128.4/7|12.82.128.4/7|12.82.128.4/7|||OEW-VPLS|true||7|
12.80.72.126/0|12.80.72.126/0|12.80.72.126/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.122.6/0|12.82.122.6/0|12.82.122.6/0|||OEW-SROUTER|true||0|
12.122.127.51/1|12.122.127.51/1|12.122.127.51/1|||OEW-T640|true||1|
12.122.215.21/5|12.122.215.21/5|12.122.215.21/5|||OEW-T640|true||5|
12.122.124.142/3|12.122.124.142/3|12.122.124.142/3|||OEW-T640|true||3|
172.26.4.97/1|172.26.4.97/1|172.26.4.97/1|||OEW-SROUTER|true||1|
12.82.40.98/9|12.82.40.98/9|12.82.40.98/9|||OEW-VPLS|true||9|
150.0.0.212/0|150.0.0.212/0|150.0.0.212/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.144.0.236/2|10.144.0.236/2|10.144.0.236/2|||OEW-VPLS|true||2|
12.122.215.3/4|12.122.215.3/4|12.122.215.3/4|||OEW-T640|true||4|
12.82.96.23/10|12.82.96.23/10|12.82.96.23/10|||OEW-VPLS|true||10|
12.83.165.186/1|12.83.165.186/1|12.83.165.186/1|||OEW-SROUTER|true||1|
12.122.215.30/7|12.122.215.30/7|12.122.215.30/7|||OEW-T640|true||7|
12.83.165.25/4|12.83.165.25/4|12.83.165.25/4|||OEW-SROUTER|true||4|
12.82.0.55/2|12.82.0.55/2|12.82.0.55/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
12.83.164.52/6|12.83.164.52/6|12.83.164.52/6|||OEW-SROUTER|true||6|
12.82.146.14/7|12.82.146.14/7|12.82.146.14/7|||OEW-VPLS|true||7|
165.87.251.99/5|165.87.251.99/5|165.87.251.99/5|||OEW-SROUTER|true||5|
12.123.80.29/1|12.123.80.29/1|12.123.80.29/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.122.215.49/0|12.122.215.49/0|12.122.215.49/0|||OEW-T640|true||0|
12.82.8.78/0|12.82.8.78/0|12.82.8.78/0|||OEW-VPLS|true||0|
12.83.165.164/1|12.83.165.164/1|12.83.165.164/1|||OEW-SROUTER|true||1|
12.82.32.90/7|12.82.32.90/7|12.82.32.90/7|||OEW-VPLS|true||7|
12.122.122.161/4|12.122.122.161/4|12.122.122.161/4|||OEW-VPLS|true||4|
12.82.24.66/0|12.82.24.66/0|12.82.24.66/0|||OEW-VPLS|true||0|
12.122.122.227/7|12.122.122.227/7|12.122.122.227/7|||OEW-VPLS|true||7|
150.0.0.214/0|150.0.0.214/0|150.0.0.214/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.122.126.73/3|12.122.126.73/3|12.122.126.73/3|||OEW-T640|true||3|
12.122.215.92/0|12.122.215.92/0|12.122.215.92/0|||OEW-T640|true||0|
12.83.165.197/7|12.83.165.197/7|12.83.165.197/7|||OEW-SROUTER|true||7|
12.122.215.29/1|12.122.215.29/1|12.122.215.29/1|||OEW-T640|true||1|
12.82.125.192/5|12.82.125.192/5|12.82.125.192/5|||OEW-VPLS|true||5|
12.122.120.33/2|12.122.120.33/2|12.122.120.33/2|||OEW-T640|true||2|
12.122.122.65/0|12.122.122.65/0|12.122.122.65/0|||OEW-VPLS|true||0|
12.83.164.193/7|12.83.164.193/7|12.83.164.193/7|||OEW-SROUTER|true||7|
12.83.164.137/6|12.83.164.137/6|12.83.164.137/6|||OEW-SROUTER|true||6|
12.82.86.21/4|12.82.86.21/4|12.82.86.21/4|||OEW-SROUTER|true||4|
165.87.65.218/3|165.87.65.218/3|165.87.65.218/3|||OEW-SROUTER|true||3|
12.82.74.29/2|12.82.74.29/2|12.82.74.29/2|||OEW-SROUTER|true||2|
172.21.196.97/1|172.21.196.97/1|172.21.196.97/1|||OEW-SROUTER|true||1|
12.122.122.83/1|12.122.122.83/1|12.122.122.83/1|||OEW-VPLS|true||1|
12.82.32.96/2|12.82.32.96/2|12.82.32.96/2|||OEW-VPLS|true||2|
12.82.16.90/1|12.82.16.90/1|12.82.16.90/1|||OEW-SROUTER|true||1|
10.144.0.149/8|10.144.0.149/8|10.144.0.149/8|||OEW-VPLS|true||8|
12.82.114.25/1|12.82.114.25/1|12.82.114.25/1|||OEW-SROUTER|true||1|
12.83.165.73/7|12.83.165.73/7|12.83.165.73/7|||OEW-SROUTER|true||7|
143.0.68.241/4|143.0.68.241/4|143.0.68.241/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.122.159.112/0|12.122.159.112/0|12.122.159.112/0|||OEW-T640|true||0|
12.122.126.121/5|12.122.126.121/5|12.122.126.121/5|||OEW-SROUTER|true||5|
12.82.72.26/2|12.82.72.26/2|12.82.72.26/2|||OEW-SROUTER|true||2|
12.122.120.250/4|12.122.120.250/4|12.122.120.250/4|||OEW-T640|true||4|
12.122.127.11/0|12.122.127.11/0|12.122.127.11/0|||OEW-T640|true||0|
12.83.164.116/3|12.83.164.116/3|12.83.164.116/3|||OEW-SROUTER|true||3|
12.82.16.78/3|12.82.16.78/3|12.82.16.78/3|||OEW-VPLS|true||3|
172.21.132.97/1|172.21.132.97/1|172.21.132.97/1|||OEW-SROUTER|true||1|
165.87.209.243/2|165.87.209.243/2|165.87.209.243/2|||OEW-SROUTER|true||2|
1.2.3.4/2|1.2.3.4/2|1.2.3.4/2|||OEW-T640|true||2|
12.82.76.27/3|12.82.76.27/3|12.82.76.27/3|||OEW-VPLS|true||3|
12.82.125.5/4|12.82.125.5/4|12.82.125.5/4|||OEW-VPLS|true||4|
148.0.131.235/1|148.0.131.235/1|148.0.131.235/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.82.66.28/8|12.82.66.28/8|12.82.66.28/8|||OEW-VPLS|true||8|
12.82.66.27/0|12.82.66.27/0|12.82.66.27/0|||OEW-SROUTER|true||0|
12.82.0.111/0|12.82.0.111/0|12.82.0.111/0|||OEW-SROUTER|true||0|
12.122.122.70/0|12.122.122.70/0|12.122.122.70/0|||OEW-VPLS|true||0|
