@rel(Associated_To)
@from(EVC)key|@to(EVCNode)key
VPLS:61157|10.204.90.89/VPLS:61157
VPLS:28003|192.168.113.48/VPLS:28003
VPLS:29702|143.0.68.244/VPLS:29702
VPLS:26707|10.204.84.155/VPLS:26707
VPLS:29611|10.204.66.224/VPLS:29611
VPLS:23621|10.204.82.173/VPLS:23621
VPLS:26445|10.204.84.79/VPLS:26445
VPLS:29684|143.0.68.230/VPLS:29684
VPLS:26505|143.0.68.46/VPLS:26505
VPWS:26217|10.204.9.95/VPWS:26217
VPWS:32048|10.204.134.216/VPWS:32048
VPWS:29277|10.204.132.81/VPWS:29277
VPLS:22393|12.123.80.214/VPLS:22393
VPLS:32020|143.0.68.168/VPLS:32020
VPLS:32444|143.0.68.242/VPLS:32444
VPLS:22977|10.204.8.89/VPLS:22977
VPLS:28886|143.0.68.230/VPLS:28886
VPLS:28839|10.204.10.166/VPLS:28839
VPWS:27550|149.0.3.196/VPWS:27550
VPLS:28602|10.204.10.102/VPLS:28602
VPLS:22768|192.168.113.80/VPLS:22768
VPLS:21652|10.204.80.66/VPLS:21652
VPWS:31755|10.204.132.175/VPWS:31755
VPLS:25649|143.0.68.36/VPLS:25649
VPWS:31742|10.204.132.175/VPWS:31742
VPLS:30559|149.4.64.5/VPLS:30559
VPWS:22023|12.123.80.46/VPWS:22023
VPLS:22767|192.168.113.79/VPLS:22767
VPWS:22690|10.204.64.193/VPWS:22690
VPLS:32393|10.204.144.66/VPLS:32393
VPWS:32048|143.0.24.148/VPWS:32048
VPLS:23238|10.0.36.72/VPLS:23238
L2CKT:32468|10.204.144.66/L2CKT:32468
VPLS:24096|10.204.8.162/VPLS:24096
VPLS:61989|8.8.0.154/VPLS:61989
VPLS:23691|10.204.82.191/VPLS:23691
VPWS:25859|10.204.83.200/VPWS:25859
VPLS:32482|143.0.68.242/VPLS:32482
VPWS:27557|149.0.3.196/VPWS:27557
VPWS:23816|148.0.131.182/VPWS:23816
VPLS:25537|150.0.0.215/VPLS:25537
VPLS:25581|10.204.9.64/VPLS:25581
L2CKT:28603|10.204.10.102/L2CKT:28603
VPLS:30047|10.204.11.138/VPLS:30047
VPWS:63640|10.204.90.231/VPWS:63640
L2CKT:28294|10.204.10.47/L2CKT:28294
VPWS:31749|10.204.132.175/VPWS:31749
L2CKT:24071|10.204.8.164/L2CKT:24071
VPLS:27556|10.204.85.37/VPLS:27556
L2CKT:32144|192.168.113.83/L2CKT:32144
VPLS:29129|10.204.81.195/VPLS:29129
VPWS:22440|12.123.80.212/VPWS:22440
VPWS:30356|192.168.113.179/VPWS:30356
VPWS:28385|10.204.10.57/VPWS:28385
VPLS:22284|12.123.80.214/VPLS:22284
VPLS:23948|10.204.82.198/VPLS:23948
VPLS:22731|12.123.80.27/VPLS:22731
VPLS:62244|10.204.166.81/VPLS:62244
VPWS:28711|10.0.36.78/VPWS:28711
L2CKT:32879|10.204.144.69/L2CKT:32879
VPWS:63886|10.204.90.231/VPWS:63886
VPLS:30826|10.144.0.137/VPLS:30826
VPWS:27777|149.0.3.222/VPWS:27777
L2CKT:32152|10.204.144.73/L2CKT:32152
L2CKT:62681|10.204.90.174/L2CKT:62681
VPLS:27514|149.0.3.196/VPLS:27514
L2CKT:62396|10.204.90.155/L2CKT:62396
VPLS:52424|10.204.172.70/VPLS:52424
VPLS:27525|149.0.3.196/VPLS:27525
VPLS:31999|143.0.68.172/VPLS:31999
L2CKT:26722|10.204.84.155/L2CKT:26722
VPLS:23724|10.204.82.173/VPLS:23724
VPLS:63260|8.8.0.154/VPLS:63260
VPWS:23778|10.204.82.173/VPWS:23778
VPLS:22443|10.204.81.176/VPLS:22443
VPWS:27941|12.123.80.212/VPWS:27941
L2CKT:32085|143.0.68.242/L2CKT:32085
VPWS:23721|10.204.82.173/VPWS:23721
VPWS:22466|10.204.81.162/VPWS:22466
VPLS:28750|10.204.80.190/VPLS:28750
VPWS:25692|149.9.0.6/VPWS:25692
VPLS:30585|149.4.64.5/VPLS:30585
VPLS:29327|150.0.0.10/VPLS:29327
VPWS:31301|192.168.113.179/VPWS:31301
VPLS:28347|149.0.3.203/VPLS:28347
VPLS:21184|10.204.80.96/VPLS:21184
VPWS:31829|10.204.134.216/VPWS:31829
VPLS:28847|10.204.9.52/VPLS:28847
VPLS:31152|149.4.64.2/VPLS:31152
VPLS:22513|10.204.81.227/VPLS:22513
VPLS:52140|12.82.0.53/VPLS:52140
L2CKT:32241|10.204.144.69/L2CKT:32241
VPLS:52152|12.80.0.207/VPLS:52152
VPLS:26771|10.204.83.211/VPLS:26771
L2CKT:29363|10.204.132.97/L2CKT:29363
L2CKT:29226|192.168.113.241/L2CKT:29226
VPWS:29198|143.0.68.184/VPWS:29198
VPLS:29717|10.204.11.42/VPLS:29717
VPLS:62892|10.204.90.159/VPLS:62892
VPLS:28886|10.204.10.183/VPLS:28886
VPLS:25461|148.0.131.239/VPLS:25461
VPLS:28955|10.204.9.52/VPLS:28955
VPLS:31662|192.168.95.37/VPLS:31662
VPWS:30924|10.204.134.201/VPWS:30924
VPLS:23916|10.204.66.99/VPLS:23916
VPLS:28628|10.204.10.104/VPLS:28628
VPWS:25687|10.204.83.159/VPWS:25687
VPLS:30074|192.168.113.188/VPLS:30074
L2CKT:22574|10.204.81.207/L2CKT:22574
VPLS:52293|10.204.176.84/VPLS:52293
VPLS:32143|10.204.144.80/VPLS:32143
VPWS:30344|10.0.40.36/VPWS:30344
VPWS:23243|10.204.82.66/VPWS:23243
VPLS:23738|10.204.82.173/VPLS:23738
VPLS:17584|72.44.12.28/VPLS:17584
VPWS:20801|12.122.72.112/VPWS:20801
VPLS:25864|143.0.68.55/VPLS:25864
VPWS:30619|143.0.68.184/VPWS:30619
VPLS:32228|10.144.0.137/VPLS:32228
VPLS:27569|10.204.84.245/VPLS:27569
VPWS:25845|150.0.0.168/VPWS:25845
VPWS:29596|10.204.8.75/VPWS:29596
VPLS:20611|10.204.208.84/VPLS:20611
VPLS:28697|10.204.10.127/VPLS:28697
L2CKT:32351|192.168.113.62/L2CKT:32351
VPWS:26249|10.204.83.211/VPWS:26249
VPLS:28849|10.204.84.250/VPLS:28849
L2CKT:32468|10.204.144.69/L2CKT:32468
VPWS:26464|150.0.0.232/VPWS:26464
VPWS:23009|10.204.82.18/VPWS:23009
VPLS:32613|10.204.144.69/VPLS:32613
VPWS:32599|10.204.32.79/VPWS:32599
L2CKT:32394|143.0.68.242/L2CKT:32394
VPWS:23085|10.204.82.86/VPWS:23085
VPWS:31860|10.204.12.35/VPWS:31860
VPLS:31416|10.204.134.202/VPLS:31416
VPWS:25300|10.0.36.75/VPWS:25300
VPWS:27177|10.144.0.137/VPWS:27177
VPLS:22830|12.123.80.27/VPLS:22830
VPWS:29705|10.0.40.7/VPWS:29705
VPLS:32749|143.0.68.242/VPLS:32749
VPWS:21498|10.144.0.137/VPWS:21498
VPLS:21885|10.144.0.124/VPLS:21885
VPLS:20788|12.123.80.29/VPLS:20788
VPLS:23763|10.204.82.173/VPLS:23763
VPWS:23737|148.0.131.182/VPWS:23737
L2CKT:2351|192.168.113.147/L2CKT:2351
VPLS:27556|149.0.3.244/VPLS:27556
VPWS:23854|10.204.66.99/VPWS:23854
VPWS:23823|10.204.82.173/VPWS:23823
VPWS:63662|10.204.90.97/VPWS:63662
VPWS:28031|10.204.83.98/VPWS:28031
VPWS:23679|10.204.82.173/VPWS:23679
VPWS:25619|149.9.0.6/VPWS:25619
VPLS:32393|10.204.144.73/VPLS:32393
VPLS:32055|10.204.85.62/VPLS:32055
VPWS:23327|10.204.82.18/VPWS:23327
VPWS:26846|135.16.241.32/VPWS:26846
null|10.204.90.132/null
VPWS:23264|10.204.82.66/VPWS:23264
VPLS:17351|78.23.44.28/VPLS:17351
L2CKT:27515|149.0.3.196/L2CKT:27515
VPLS:32878|10.204.144.66/VPLS:32878
VPWS:24095|192.168.113.147/VPWS:24095
VPWS:28882|10.204.132.81/VPWS:28882
L2CKT:32152|143.0.68.242/L2CKT:32152
VPWS:22690|10.204.82.18/VPWS:22690
VPLS:25443|143.0.68.55/VPLS:25443
L2CKT:32710|10.204.144.66/L2CKT:32710
VPLS:29398|10.204.2.101/VPLS:29398
VPWS:29058|10.0.36.75/VPWS:29058
VPLS:23904|10.204.81.81/VPLS:23904
VPLS:22284|10.204.80.234/VPLS:22284
VPWS:28956|10.204.132.92/VPWS:28956
L2CKT:32614|10.204.144.69/L2CKT:32614
VPLS:31750|10.204.11.252/VPLS:31750
VPWS:63696|10.204.90.186/VPWS:63696
VPLS:28465|10.204.10.57/VPLS:28465
VPWS:28888|10.204.132.81/VPWS:28888
VPLS:30542|192.168.113.81/VPLS:30542
VPWS:29271|143.0.68.230/VPWS:29271
VPWS:25344|150.0.0.215/VPWS:25344
VPLS:25865|10.204.9.101/VPLS:25865
VPWS:25319|10.204.8.131/VPWS:25319
VPWS:30552|10.204.161.22/VPWS:30552
VPLS:32309|143.0.68.242/VPLS:32309
VPLS:51839|10.204.200.118/VPLS:51839
VPLS:26766|10.144.0.136/VPLS:26766
VPWS:25342|10.204.83.89/VPWS:25342
VPWS:28459|150.0.0.215/VPWS:28459
VPLS:32558|10.204.144.69/VPLS:32558
VPLS:63881|10.204.90.232/VPLS:63881
L2CKT:32106|10.144.0.154/L2CKT:32106
VPLS:22768|10.144.0.65/VPLS:22768
VPLS:22413|10.204.81.118/VPLS:22413
VPWS:21632|10.144.0.137/VPWS:21632
L2CKT:29226|192.168.113.200/L2CKT:29226
L2CKT:28841|10.204.10.167/L2CKT:28841
VPLS:28941|10.204.9.85/VPLS:28941
VPWS:63640|8.8.0.239/VPWS:63640
VPLS:27552|149.0.3.244/VPLS:27552
VPLS:25890|10.204.83.90/VPLS:25890
VPWS:23941|10.204.66.99/VPWS:23941
VPLS:26504|143.0.68.46/VPLS:26504
VPWS:23941|10.204.82.198/VPWS:23941
VPLS:24054|10.144.0.137/VPLS:24054
VPLS:28347|10.204.9.156/VPLS:28347
L2CKT:63114|10.204.90.170/L2CKT:63114
VPWS:31761|143.0.68.242/VPWS:31761
VPLS:28699|10.204.8.109/VPLS:28699
VPLS:30978|10.144.0.147/VPLS:30978
VPWS:31952|10.204.134.219/VPWS:31952
VPLS:30193|10.204.11.141/VPLS:30193
VPLS:25585|10.204.9.69/VPLS:25585
VPWS:21888|192.168.113.98/VPWS:21888
VPLS:26506|10.204.84.132/VPLS:26506
VPLS:30784|10.204.66.239/VPLS:30784
VPLS:28848|10.204.134.202/VPLS:28848
VPLS:31665|192.168.113.175/VPLS:31665
VPLS:30826|192.168.128.102/VPLS:30826
VPLS:28874|10.204.10.167/VPLS:28874
VPLS:27883|149.0.3.196/VPLS:27883
VPWS:28875|10.204.10.172/VPWS:28875
VPWS:29220|10.204.132.81/VPWS:29220
VPWS:25701|10.204.83.196/VPWS:25701
VPWS:29326|148.0.131.204/VPWS:29326
VPLS:31888|10.204.134.219/VPLS:31888
VPWS:31952|143.0.24.148/VPWS:31952
VPLS:29056|143.0.68.208/VPLS:29056
VPLS:22308|10.204.81.36/VPLS:22308
VPWS:31809|143.0.68.172/VPWS:31809
VPLS:63999|10.204.90.108/VPLS:63999
VPLS:30034|148.0.131.204/VPLS:30034
VPLS:24532|10.204.66.99/VPLS:24532
VPWS:22831|12.123.80.27/VPWS:22831
VPWS:25867|143.0.68.55/VPWS:25867
VPLS:31124|10.204.134.201/VPLS:31124
VPLS:26982|135.16.241.32/VPLS:26982
VPLS:61162|10.204.166.81/VPLS:61162
VPWS:28375|10.204.10.57/VPWS:28375
VPLS:27565|10.204.84.246/VPLS:27565
VPWS:29585|143.0.68.244/VPWS:29585
VPWS:29430|143.0.68.230/VPWS:29430
VPLS:23831|10.204.8.105/VPLS:23831
VPWS:24018|192.168.113.147/VPWS:24018
VPWS:29427|10.204.132.87/VPWS:29427
VPWS:30552|143.0.24.162/VPWS:30552
VPLS:63711|10.204.90.239/VPLS:63711
VPLS:31771|143.0.24.148/VPLS:31771
VPWS:28489|10.204.83.98/VPWS:28489
VPWS:25870|10.204.9.100/VPWS:25870
VPLS:24019|192.168.113.111/VPLS:24019
VPWS:27941|12.123.80.214/VPWS:27941
VPLS:29679|10.204.11.33/VPLS:29679
VPLS:28777|149.0.3.223/VPLS:28777
VPLS:31771|10.204.134.219/VPLS:31771
VPLS:31483|143.0.68.248/VPLS:31483
L2CKT:32102|192.168.113.25/L2CKT:32102
L2CKT:31918|143.0.68.242/L2CKT:31918
VPLS:27874|10.204.81.60/VPLS:27874
VPLS:29199|149.4.64.5/VPLS:29199
L2CKT:31636|143.0.68.248/L2CKT:31636
VPLS:27553|10.204.85.33/VPLS:27553
VPLS:30188|10.144.0.137/VPLS:30188
VPLS:27902|12.123.80.212/VPLS:27902
VPLS:22356|10.204.81.36/VPLS:22356
VPLS:21581|10.204.208.84/VPLS:21581
VPLS:30183|10.204.11.141/VPLS:30183
VPLS:25585|149.0.3.128/VPLS:25585
VPLS:28009|149.0.3.202/VPLS:28009
VPLS:30188|192.168.113.164/VPLS:30188
VPWS:29107|143.0.68.230/VPWS:29107
VPLS:29325|148.0.131.204/VPLS:29325
VPLS:20575|10.204.64.193/VPLS:20575
VPLS:25343|10.204.83.98/VPLS:25343
L2CKT:22016|10.204.65.136/L2CKT:22016
VPLS:62450|10.204.166.81/VPLS:62450
VPLS:23705|148.0.131.182/VPLS:23705
VPLS:62885|8.8.0.190/VPLS:62885
VPLS:32722|143.0.24.237/VPLS:32722
VPWS:29249|10.204.132.88/VPWS:29249
VPWS:30358|143.0.68.244/VPWS:30358
VPWS:25687|150.0.0.212/VPWS:25687
VPWS:25688|10.204.83.101/VPWS:25688
L2CKT:22017|10.204.65.135/L2CKT:22017
VPLS:29479|10.204.11.33/VPLS:29479
VPLS:29072|148.0.0.32/VPLS:29072
VPLS:29479|10.204.11.13/VPLS:29479
VPLS:29389|10.204.11.42/VPLS:29389
VPWS:30619|10.204.11.141/VPWS:30619
VPLS:25828|10.204.83.212/VPLS:25828
VPLS:28847|143.0.68.242/VPLS:28847
VPWS:23839|148.0.131.182/VPWS:23839
VPLS:32393|143.0.68.242/VPLS:32393
VPWS:27971|10.204.80.213/VPWS:27971
VPLS:25417|148.0.131.240/VPLS:25417
VPWS:21498|192.168.113.147/VPWS:21498
VPWS:24018|192.168.113.111/VPWS:24018
VPWS:28464|10.204.10.57/VPWS:28464
VPWS:29587|10.204.134.202/VPWS:29587
VPLS:52293|12.80.0.207/VPLS:52293
VPWS:63591|10.204.90.127/VPWS:63591
VPWS:29587|10.204.8.75/VPWS:29587
VPLS:25691|10.204.9.96/VPLS:25691
VPWS:31752|10.204.134.202/VPWS:31752
VPWS:27461|10.144.0.137/VPWS:27461
VPLS:31716|192.168.113.83/VPLS:31716
VPLS:31830|10.204.134.219/VPLS:31830
VPWS:21888|192.168.113.96/VPWS:21888
VPWS:29006|143.0.68.230/VPWS:29006
VPWS:28542|149.4.64.2/VPWS:28542
VPLS:19561|10.24.76.145/VPLS:19561
VPLS:23026|10.204.82.18/VPLS:23026
VPWS:22831|10.204.64.193/VPWS:22831
VPLS:23942|10.204.66.99/VPLS:23942
htf|12.123.80.17/htf
VPWS:30356|10.144.0.147/VPWS:30356
VPLS:28701|150.0.0.215/VPLS:28701
VPLS:28847|10.204.132.81/VPLS:28847
VPLS:52250|10.204.200.194/VPLS:52250
VPLS:32678|10.204.144.66/VPLS:32678
VPLS:26505|10.204.84.132/VPLS:26505
VPWS:27551|149.0.3.244/VPWS:27551
VPWS:29294|10.204.132.81/VPWS:29294
VPLS:29674|143.0.68.170/VPLS:29674
VPWS:25673|10.204.83.212/VPWS:25673
VPWS:23949|10.204.82.212/VPWS:23949
VPLS:26460|10.204.84.125/VPLS:26460
L2CKT:28893|10.204.132.98/L2CKT:28893
VPLS:32309|10.204.144.66/VPLS:32309
VPWS:29119|10.204.10.114/VPWS:29119
VPLS:30047|143.0.68.184/VPLS:30047
VPWS:30454|10.204.134.201/VPWS:30454
VPWS:31301|10.144.0.136/VPWS:31301
VPLS:25686|10.204.83.159/VPLS:25686
L2CKT:62505|10.204.90.132/L2CKT:62505
VPWS:30828|10.144.0.136/VPWS:30828
null|12.34.64.34/null
VPLS:31584|143.0.68.227/VPLS:31584
VPWS:30836|10.204.11.141/VPWS:30836
L2CKT:27496|10.204.84.246/L2CKT:27496
VPLS:30618|10.204.11.141/VPLS:30618
VPWS:27971|150.0.0.215/VPWS:27971
VPLS:32266|10.204.12.81/VPLS:32266
VPWS:29144|10.204.132.87/VPWS:29144
VPLS:25905|10.204.83.200/VPLS:25905
L2CKT:32318|10.204.1.126/L2CKT:32318
VPLS:29492|143.0.68.170/VPLS:29492
VPLS:23693|10.144.0.147/VPLS:23693
VPWS:22785|10.204.64.193/VPWS:22785
VPLS:21707|10.204.80.66/VPLS:21707
VPLS:27942|12.123.80.214/VPLS:27942
L2CKT:29459|143.0.68.244/L2CKT:29459
VPLS:22691|10.204.64.193/VPLS:22691
VPLS:28850|10.204.83.154/VPLS:28850
VPWS:29585|148.0.131.204/VPWS:29585
VPWS:27171|149.0.3.244/VPWS:27171
VPLS:52212|10.204.176.72/VPLS:52212
L2CKT:31918|10.204.132.237/L2CKT:31918
VPLS:62892|8.8.0.190/VPLS:62892
VPLS:21509|192.168.113.79/VPLS:21509
VPLS:24558|10.204.66.99/VPLS:24558
VPLS:62357|10.204.90.132/VPLS:62357
VPLS:30193|143.0.68.184/VPLS:30193
VPWS:62742|8.8.0.190/VPWS:62742
VPWS:30098|148.0.131.204/VPWS:30098
L2CKT:28613|10.204.10.102/L2CKT:28613
VPLS:25585|10.204.9.64/VPLS:25585
VPWS:30098|10.204.8.75/VPWS:30098
VPWS:23779|10.204.82.173/VPWS:23779
L2CKT:26719|10.204.84.105/L2CKT:26719
VPWS:23043|10.204.82.18/VPWS:23043
VPWS:23836|148.0.131.182/VPWS:23836
VPWS:29181|143.0.68.242/VPWS:29181
VPWS:28956|10.204.83.97/VPWS:28956
VPWS:22460|10.204.81.136/VPWS:22460
VPLS:30248|10.204.81.195/VPLS:30248
VPLS:22691|12.123.80.27/VPLS:22691
VPLS:22672|12.123.80.27/VPLS:22672
VPLS:30938|10.204.11.231/VPLS:30938
VPLS:26463|10.204.84.125/VPLS:26463
VPWS:27707|149.0.3.222/VPWS:27707
VPWS:30150|10.204.134.206/VPWS:30150
VPWS:29164|10.204.134.202/VPWS:29164
VPLS:29129|148.0.131.239/VPLS:29129
VPLS:26734|192.168.113.75/VPLS:26734
VPWS:31752|10.204.134.201/VPWS:31752
VPLS:28749|10.204.10.4/VPLS:28749
VPWS:27557|10.204.85.37/VPWS:27557
L2CKT:22981|10.204.82.90/L2CKT:22981
VPLS:24429|10.204.66.99/VPLS:24429
VPWS:29058|149.4.64.5/VPWS:29058
L2CKT:32871|192.168.95.37/L2CKT:32871
VPLS:26766|192.168.113.147/VPLS:26766
VPLS:25828|149.0.3.135/VPLS:25828
VPWS:29246|10.204.132.88/VPWS:29246
VPWS:29189|10.204.10.114/VPWS:29189
VPLS:29614|10.204.11.42/VPLS:29614
VPLS:26410|149.0.3.135/VPLS:26410
VPWS:30504|143.0.68.184/VPWS:30504
VPLS:21509|10.0.38.134/VPLS:21509
VPWS:28459|143.0.68.169/VPWS:28459
VPLS:23815|10.204.82.173/VPLS:23815
VPLS:29129|10.204.134.201/VPLS:29129
VPWS:22436|10.204.81.162/VPWS:22436
VPLS:30952|10.204.134.202/VPLS:30952
VPLS:23724|148.0.131.182/VPLS:23724
VPWS:23956|10.204.82.212/VPWS:23956
VPLS:32574|143.0.24.168/VPLS:32574
VPWS:28489|150.0.0.215/VPWS:28489
L2CKT:30402|10.144.0.137/L2CKT:30402
L2CKT:62666|10.204.166.81/L2CKT:62666
L2CKT:32818|143.0.68.242/L2CKT:32818
VPWS:63834|10.204.90.230/VPWS:63834
L2CKT:32152|10.204.144.66/L2CKT:32152
VPLS:18960|12.122.72.112/VPLS:18960
VPWS:29198|10.204.10.114/VPWS:29198
ASDF1234|8.8.0.172/ASDF1234
VPLS:29129|10.204.132.97/VPLS:29129
VPWS:25656|150.0.0.168/VPWS:25656
VPLS:29600|10.204.134.201/VPLS:29600
VPWS:27242|10.0.38.74/VPWS:27242
VPLS:28839|143.0.68.170/VPLS:28839
VPWS:23925|10.204.66.99/VPWS:23925
VPLS:30294|10.204.11.141/VPLS:30294
VPLS:62369|8.8.0.154/VPLS:62369
VPWS:26660|150.0.0.168/VPWS:26660
L2CKT:32687|10.144.0.137/L2CKT:32687
VPWS:27541|149.0.3.244/VPWS:27541
VPLS:21964|10.204.65.106/VPLS:21964
VPLS:23086|10.204.82.66/VPLS:23086
VPLS:21559|10.204.65.44/VPLS:21559
VPWS:32145|192.168.113.110/VPWS:32145
VPLS:26463|150.0.0.232/VPLS:26463
VPLS:31859|143.0.24.148/VPLS:31859
L2CKT:28841|143.0.68.170/L2CKT:28841
VPWS:25300|10.0.36.73/VPWS:25300
VPLS:25920|149.9.0.27/VPLS:25920
VPLS:29051|10.204.132.87/VPLS:29051
L2CKT:28933|10.204.132.102/L2CKT:28933
VPWS:29050|10.204.10.114/VPWS:29050
VPLS:25704|149.0.3.135/VPLS:25704
VPLS:25704|148.0.131.204/VPLS:25704
VPLS:52212|10.204.176.84/VPLS:52212
VPLS:25611|149.9.0.27/VPLS:25611
VPWS:25872|10.204.84.2/VPWS:25872
VPLS:31716|10.144.0.154/VPLS:31716
L2CKT:29236|10.204.134.201/L2CKT:29236
VPWS:27971|12.123.80.214/VPWS:27971
VPLS:30618|143.0.68.184/VPLS:30618
VPLS:21639|192.168.113.48/VPLS:21639
L2CKT:26720|10.204.84.105/L2CKT:26720
VPLS:29674|10.204.11.66/VPLS:29674
VPWS:64046|10.204.90.167/VPWS:64046
VPWS:30289|143.0.68.184/VPWS:30289
VPWS:29249|10.204.10.114/VPWS:29249
VPWS:29313|143.0.68.244/VPWS:29313
VPLS:26062|149.9.0.6/VPLS:26062
VPWS:29609|10.144.0.147/VPWS:29609
VPLS:25841|10.204.9.98/VPLS:25841
VPWS:25642|10.204.83.211/VPWS:25642
VPLS:32678|10.204.144.69/VPLS:32678
VPWS:29155|143.0.68.230/VPWS:29155
VPLS:32574|10.204.144.115/VPLS:32574
L2CKT:62681|10.204.90.169/L2CKT:62681
VPWS:29162|10.204.81.195/VPWS:29162
VPLS:30142|10.204.11.141/VPLS:30142
VPWS:23950|10.204.66.99/VPWS:23950
VPLS:29684|10.204.11.3/VPLS:29684
VPWS:31301|192.168.113.164/VPWS:31301
157|8.8.0.242/157
VPLS:26215|10.204.9.93/VPLS:26215
VPWS:28524|10.0.36.78/VPWS:28524
VPLS:26709|10.204.84.155/VPLS:26709
VPWS:23781|10.204.82.198/VPWS:23781
VPWS:29113|10.204.134.202/VPWS:29113
VPWS:29468|10.204.132.92/VPWS:29468
VPLS:22105|12.123.80.212/VPLS:22105
VPLS:27500|10.204.84.247/VPLS:27500
VPWS:30143|10.204.11.141/VPWS:30143
VPLS:32267|10.204.12.82/VPLS:32267
VPWS:23416|10.144.0.137/VPWS:23416
VPLS:23703|10.204.66.99/VPLS:23703
VPWS:29248|10.204.85.6/VPWS:29248
VPLS:27559|10.204.85.37/VPLS:27559
VPLS:28992|10.204.10.163/VPLS:28992
VPWS:23702|148.0.131.182/VPWS:23702
VPLS:25599|143.0.68.18/VPLS:25599
VPLS:28849|10.204.83.155/VPLS:28849
VPWS:30904|10.204.134.202/VPWS:30904
VPLS:30135|10.204.11.141/VPLS:30135
VPLS:20670|12.123.80.27/VPLS:20670
VPWS:63621|10.204.90.230/VPWS:63621
VPLS:22767|192.168.113.80/VPLS:22767
L2CKT:28111|10.204.10.39/L2CKT:28111
VPLS:31984|143.0.68.172/VPLS:31984
VPWS:28888|143.0.68.244/VPWS:28888
VPWS:25998|150.0.0.167/VPWS:25998
VPWS:22690|12.123.80.27/VPWS:22690
VPLS:31047|149.4.64.6/VPLS:31047
VPWS:30666|10.204.134.202/VPWS:30666
VPLS:24115|10.204.8.162/VPLS:24115
VPLS:32055|10.204.85.63/VPLS:32055
VPLS:52296|10.204.200.194/VPLS:52296
VPWS:25507|149.9.0.6/VPWS:25507
VPWS:24053|192.168.113.111/VPWS:24053
L2CKT:32750|10.204.144.73/L2CKT:32750
VPLS:29674|148.0.131.204/VPLS:29674
VPLS:32151|143.0.68.242/VPLS:32151
VPLS:26489|10.204.9.67/VPLS:26489
VPLS:27618|10.204.85.71/VPLS:27618
VPWS:23781|10.204.82.212/VPWS:23781
VPWS:28882|10.204.132.87/VPWS:28882
VPLS:23585|10.204.81.136/VPLS:23585
VPLS:25611|10.204.9.69/VPLS:25611
VPLS:29673|10.204.8.75/VPLS:29673
VPLS:25927|10.204.8.75/VPLS:25927
VPLS:24055|10.204.8.162/VPLS:24055
VPLS:22105|10.204.80.210/VPLS:22105
VPLS:31252|10.204.134.202/VPLS:31252
VPLS:28110|10.204.10.32/VPLS:28110
VPWS:23456|148.0.131.182/VPWS:23456
VPWS:28933|10.204.132.85/VPWS:28933
VPWS:63996|10.204.90.232/VPWS:63996
abc|10.204.90.119/abc
VPWS:29535|148.0.131.204/VPWS:29535
VPLS:32708|10.204.144.69/VPLS:32708
VPLS:26498|10.204.84.132/VPLS:26498
VPWS:22889|10.204.82.18/VPWS:22889
L2CKT:23920|10.204.8.131/L2CKT:23920
VPWS:29294|10.204.10.142/VPWS:29294
VPLS:345986|10.204.66.99/VPLS:345986
VPLS:26506|10.204.83.194/VPLS:26506
VPLS:61826|10.204.90.99/VPLS:61826
VPLS:63661|10.204.90.108/VPLS:63661
VPWS:23750|10.204.66.99/VPWS:23750
VPWS:63996|10.204.90.231/VPWS:63996
VPWS:31417|10.204.134.201/VPWS:31417
VPLS:26506|143.0.68.46/VPLS:26506
VPWS:28346|10.204.9.156/VPWS:28346
VPLS:27924|10.204.9.244/VPLS:27924
VPWS:28459|10.204.10.57/VPWS:28459
523|8.8.0.242/523
VPWS:30434|10.204.134.202/VPWS:30434
VPLS:32483|143.0.68.242/VPLS:32483
VPLS:21605|12.123.80.152/VPLS:21605
VPLS:22061|10.204.64.220/VPLS:22061
VPLS:24461|10.204.66.99/VPLS:24461
VPLS:27972|12.123.80.214/VPLS:27972
VPLS:29056|10.204.132.72/VPLS:29056
VPLS:22891|10.204.82.66/VPLS:22891
VPWS:28459|10.204.83.98/VPWS:28459
VPWS:28919|10.204.10.176/VPWS:28919
VPLS:51800|12.82.0.62/VPLS:51800
L2CKT:27933|10.204.9.243/L2CKT:27933
VPLS:31743|10.204.11.252/VPLS:31743
VPWS:32005|10.204.134.216/VPWS:32005
VPWS:30070|192.168.113.164/VPWS:30070
VPWS:31764|10.204.83.212/VPWS:31764
VPWS:30418|10.0.40.36/VPWS:30418
L2CKT:32085|10.204.144.66/L2CKT:32085
VPLS:25905|149.9.0.27/VPLS:25905
VPLS:31391|149.4.64.12/VPLS:31391
VPLS:22330|12.123.80.46/VPLS:22330
26453|10.204.64.193/26453
VPLS:31778|143.0.24.148/VPLS:31778
VPLS:24027|10.204.8.141/VPLS:24027
VPWS:27901|10.204.80.213/VPWS:27901
VPLS:32708|143.0.68.242/VPLS:32708
VPLS:28847|10.204.132.88/VPLS:28847
VPWS:25814|10.204.83.251/VPWS:25814
VPLS:24073|192.168.113.111/VPLS:24073
VPLS:28750|149.0.3.222/VPLS:28750
L2CKT:29467|192.168.113.164/L2CKT:29467
VPWS:28872|10.204.132.87/VPWS:28872
VPWS:29232|10.204.10.114/VPWS:29232
VPWS:25845|10.204.83.211/VPWS:25845
L2CKT:32241|10.204.144.66/L2CKT:32241
VPWS:27831|10.204.81.60/VPWS:27831
L2CKT:28891|143.0.68.244/L2CKT:28891
