@ref(networkElement)|@const(IpagSlot)class
@index(PE_Slot)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|slot_number|slot_name
10.144.0.154/0|10.144.0.154/0|10.144.0.154/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.144.0.155/1|10.144.0.155/1|10.144.0.155/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.144.0.65/11|10.144.0.65/11|10.144.0.65/11|ETHERNET-NFO|IPAG|IPAG|true|B|11|DPC11
12.123.80.29/1|12.123.80.29/1|12.123.80.29/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.123.80.214/0|12.123.80.214/0|12.123.80.214/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.123.80.143/4|12.123.80.143/4|12.123.80.143/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
10.144.0.65/5|10.144.0.65/5|10.144.0.65/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.144.0.65/0|10.144.0.65/0|10.144.0.65/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.144.0.155/4|10.144.0.155/4|10.144.0.155/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
10.144.0.65/3|10.144.0.65/3|10.144.0.65/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
10.144.0.137/2|10.144.0.137/2|10.144.0.137/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
150.0.0.215/1|150.0.0.215/1|150.0.0.215/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.9.0.27/0|149.9.0.27/0|149.9.0.27/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
148.0.131.182/3|148.0.131.182/3|148.0.131.182/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
143.0.68.212/5|143.0.68.212/5|143.0.68.212/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.173/0|143.0.68.173/0|143.0.68.173/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.24.144/5|143.0.24.144/5|143.0.24.144/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.172/1|143.0.68.172/1|143.0.68.172/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.72.16/3|12.80.72.16/3|12.80.72.16/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.82.0.53/3|12.82.0.53/3|12.82.0.53/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.80.72.16/0|12.80.72.16/0|12.80.72.16/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.123.80.212/2|12.123.80.212/2|12.123.80.212/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.123.80.133/3|12.123.80.133/3|12.123.80.133/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.123.80.27/1|12.123.80.27/1|12.123.80.27/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.123.80.122/2|12.123.80.122/2|12.123.80.122/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
10.144.0.65/7|10.144.0.65/7|10.144.0.65/7|ETHERNET-NFO|IPAG|IPAG|true|B|7|DPC7
10.144.0.65/2|10.144.0.65/2|10.144.0.65/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
10.144.0.147/2|10.144.0.147/2|10.144.0.147/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
150.0.0.46/5|150.0.0.46/5|150.0.0.46/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
150.0.0.216/1|150.0.0.216/1|150.0.0.216/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
150.0.0.23/4|150.0.0.23/4|150.0.0.23/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
143.0.68.240/1|143.0.68.240/1|143.0.68.240/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.68.240/0|143.0.68.240/0|143.0.68.240/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
8.8.0.205/2|8.8.0.205/2|8.8.0.205/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
143.0.24.198/2|143.0.24.198/2|143.0.24.198/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
143.0.24.144/1|143.0.24.144/1|143.0.24.144/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.84.11/1|12.80.84.11/1|12.80.84.11/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.68.241/4|143.0.68.241/4|143.0.68.241/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.82.0.53/5|12.82.0.53/5|12.82.0.53/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.80.68.135/5|12.80.68.135/5|12.80.68.135/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.123.80.197/0|12.123.80.197/0|12.123.80.197/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.82.0.53/1|12.82.0.53/1|12.82.0.53/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
10.144.0.137/5|10.144.0.137/5|10.144.0.137/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.34/0|143.0.68.34/0|143.0.68.34/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.248/4|143.0.68.248/4|143.0.68.248/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.99/5|143.0.68.99/5|143.0.68.99/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.80.72.65/2|12.80.72.65/2|12.80.72.65/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
8.8.0.148/1|8.8.0.148/1|8.8.0.148/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.9.0.6/1|149.9.0.6/1|149.9.0.6/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
8.8.0.154/1|8.8.0.154/1|8.8.0.154/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.8.0.17/1|149.8.0.17/1|149.8.0.17/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.0.3.223/4|149.0.3.223/4|149.0.3.223/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
149.0.3.202/0|149.0.3.202/0|149.0.3.202/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.242/3|143.0.68.242/3|143.0.68.242/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.240/4|143.0.68.240/4|143.0.68.240/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.110/3|143.0.68.110/3|143.0.68.110/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
143.0.24.237/5|143.0.24.237/5|143.0.24.237/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
143.0.24.132/2|143.0.24.132/2|143.0.24.132/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
143.0.24.130/4|143.0.24.130/4|143.0.24.130/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
150.0.0.212/1|150.0.0.212/1|150.0.0.212/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.0.3.194/0|149.0.3.194/0|149.0.3.194/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.241/0|143.0.68.241/0|143.0.68.241/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.242/0|143.0.68.242/0|143.0.68.242/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.240/5|143.0.68.240/5|143.0.68.240/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.35/1|143.0.68.35/1|143.0.68.35/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
143.0.24.132/4|143.0.24.132/4|143.0.24.132/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
143.0.68.170/1|143.0.68.170/1|143.0.68.170/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
14.0.1.85/0|14.0.1.85/0|14.0.1.85/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
