@ref(networkElement)|@const(IpagSlot)class
@index(PE_Slot)key|TDL_instance_name|key|alarm_classification|alarm_domain|data_source|is_operational|legacy_org_ind|slot_number|slot_name
150.0.0.52/0|150.0.0.52/0|150.0.0.52/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.36.14/4|10.0.36.14/4|10.0.36.14/4|||OEW-VPLS|true||4|
12.80.72.27/2|12.80.72.27/2|12.80.72.27/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.68.245/1|143.0.68.245/1|143.0.68.245/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.68.237/1|143.0.68.237/1|143.0.68.237/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
150.0.0.215/0|150.0.0.215/0|150.0.0.215/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.0.36.75/5|10.0.36.75/5|10.0.36.75/5|||OEW-VPLS|true||5|
143.0.68.110/0|143.0.68.110/0|143.0.68.110/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
149.0.17.1/0|149.0.17.1/0|149.0.17.1/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
150.0.0.233/5|150.0.0.233/5|150.0.0.233/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
12.80.84.26/3|12.80.84.26/3|12.80.84.26/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
149.0.3.222/4|149.0.3.222/4|149.0.3.222/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
10.0.36.21/9|10.0.36.21/9|10.0.36.21/9|||OEW-VPLS|true||9|
143.0.68.206/4|143.0.68.206/4|143.0.68.206/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
143.0.68.18/0|143.0.68.18/0|143.0.68.18/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
149.8.0.128/1|149.8.0.128/1|149.8.0.128/1|||OEW-VPLS|true||1|
149.0.3.204/0|149.0.3.204/0|149.0.3.204/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.123.80.201/2|12.123.80.201/2|12.123.80.201/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
8.8.0.177/5|8.8.0.177/5|8.8.0.177/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
143.0.68.92/0|143.0.68.92/0|143.0.68.92/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.36.72/9|10.0.36.72/9|10.0.36.72/9|||OEW-VPLS|true||9|
149.0.3.138/4|149.0.3.138/4|149.0.3.138/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.123.68.6/10|12.123.68.6/10|12.123.68.6/10|||OEW-VPLS|true||10|
12.123.68.1/3|12.123.68.1/3|12.123.68.1/3|||OEW-VPLS|true||3|
12.80.84.27/0|12.80.84.27/0|12.80.84.27/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
149.8.0.160/9|149.8.0.160/9|149.8.0.160/9|||OEW-VPLS|true||9|
12.123.80.217/1|12.123.80.217/1|12.123.80.217/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.0.36.6/10|10.0.36.6/10|10.0.36.6/10|||OEW-VPLS|true||10|
10.0.40.1/7|10.0.40.1/7|10.0.40.1/7|||OEW-VPLS|true||7|
10.144.0.114/1|10.144.0.114/1|10.144.0.114/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
143.0.24.49/0|143.0.24.49/0|143.0.24.49/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.241/0|143.0.68.241/0|143.0.68.241/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.36.72/10|10.0.36.72/10|10.0.36.72/10|||OEW-VPLS|true||10|
10.0.36.6/3|10.0.36.6/3|10.0.36.6/3|||OEW-VPLS|true||3|
8.8.0.153/5|8.8.0.153/5|8.8.0.153/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.0.40.4/4|10.0.40.4/4|10.0.40.4/4|||OEW-VPLS|true||4|
12.122.72.115/4|12.122.72.115/4|12.122.72.115/4|||OEW-VPLS|true||4|
149.4.64.6/2|149.4.64.6/2|149.4.64.6/2|||OEW-VPLS|true||2|
149.0.3.216/4|149.0.3.216/4|149.0.3.216/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
149.4.64.5/6|149.4.64.5/6|149.4.64.5/6|||OEW-VPLS|true||6|
12.123.80.27/5|12.123.80.27/5|12.123.80.27/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
10.0.40.33/3|10.0.40.33/3|10.0.40.33/3|||OEW-VPLS|true||3|
12.122.72.129/0|12.122.72.129/0|12.122.72.129/0|||OEW-VPLS|true||0|
10.0.40.7/7|10.0.40.7/7|10.0.40.7/7|||OEW-VPLS|true||7|
143.0.68.167/1|143.0.68.167/1|143.0.68.167/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.24.144/3|143.0.24.144/3|143.0.24.144/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.123.80.37/3|12.123.80.37/3|12.123.80.37/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.123.80.167/3|12.123.80.167/3|12.123.80.167/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
149.0.3.132/0|149.0.3.132/0|149.0.3.132/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.80.72.92/0|12.80.72.92/0|12.80.72.92/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.69/1|143.0.68.69/1|143.0.68.69/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
150.0.0.139/4|150.0.0.139/4|150.0.0.139/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
149.4.64.5/5|149.4.64.5/5|149.4.64.5/5|||OEW-VPLS|true||5|
149.0.3.64/2|149.0.3.64/2|149.0.3.64/2|||OEW-VPLS|true||2|
10.0.36.28/1|10.0.36.28/1|10.0.36.28/1|||OEW-VPLS|true||1|
10.0.36.79/2|10.0.36.79/2|10.0.36.79/2|||OEW-VPLS|true||2|
10.0.36.7/8|10.0.36.7/8|10.0.36.7/8|||OEW-VPLS|true||8|
12.80.0.213/3|12.80.0.213/3|12.80.0.213/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
148.0.131.218/2|148.0.131.218/2|148.0.131.218/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
150.0.0.194/0|150.0.0.194/0|150.0.0.194/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.123.80.106/1|12.123.80.106/1|12.123.80.106/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
8.8.0.205/1|8.8.0.205/1|8.8.0.205/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
150.0.0.166/1|150.0.0.166/1|150.0.0.166/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.80.72.15/0|12.80.72.15/0|12.80.72.15/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.36.17/10|10.0.36.17/10|10.0.36.17/10|||OEW-VPLS|true||10|
143.1.192.48/3|143.1.192.48/3|143.1.192.48/3|||OEW-VPLS|true||3|
143.0.24.162/3|143.0.24.162/3|143.0.24.162/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.24.103/1|143.0.24.103/1|143.0.24.103/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.0.3.195/0|149.0.3.195/0|149.0.3.195/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.40.6/11|10.0.40.6/11|10.0.40.6/11|||OEW-VPLS|true||11|
12.123.80.17/1|12.123.80.17/1|12.123.80.17/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.0.3.202/4|149.0.3.202/4|149.0.3.202/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
10.0.38.47/3|10.0.38.47/3|10.0.38.47/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
10.0.36.28/0|10.0.36.28/0|10.0.36.28/0|||OEW-VPLS|true||0|
143.0.24.1/5|143.0.24.1/5|143.0.24.1/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.0.32.65/8|10.0.32.65/8|10.0.32.65/8|||OEW-VPLS|true||8|
12.123.80.212/0|12.123.80.212/0|12.123.80.212/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.144.0.124/4|10.144.0.124/4|10.144.0.124/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
143.0.68.214/1|143.0.68.214/1|143.0.68.214/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
150.0.0.147/3|150.0.0.147/3|150.0.0.147/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
143.0.68.168/1|143.0.68.168/1|143.0.68.168/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
10.0.38.43/0|10.0.38.43/0|10.0.38.43/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
150.0.0.167/1|150.0.0.167/1|150.0.0.167/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.72.102/5|12.80.72.102/5|12.80.72.102/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.24.198/2|143.0.24.198/2|143.0.24.198/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
150.0.0.6/0|150.0.0.6/0|150.0.0.6/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.144.0.61/4|10.144.0.61/4|10.144.0.61/4|||OEW-VPLS|true||4|
150.0.0.215/1|150.0.0.215/1|150.0.0.215/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.123.80.122/1|12.123.80.122/1|12.123.80.122/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.82.0.53/3|12.82.0.53/3|12.82.0.53/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.244/7|143.0.68.244/7|143.0.68.244/7|ETHERNET-NFO|IPAG|IPAG|true|B|7|DPC7
10.0.40.7/2|10.0.40.7/2|10.0.40.7/2|||OEW-VPLS|true||2|
10.144.0.62/0|10.144.0.62/0|10.144.0.62/0|||OEW-VPLS|true||0|
10.0.36.72/5|10.0.36.72/5|10.0.36.72/5|||OEW-VPLS|true||5|
143.0.68.172/0|143.0.68.172/0|143.0.68.172/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.144.0.65/4|10.144.0.65/4|10.144.0.65/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
10.0.40.8/0|10.0.40.8/0|10.0.40.8/0|||OEW-VPLS|true||0|
148.0.131.182/3|148.0.131.182/3|148.0.131.182/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
10.0.36.20/0|10.0.36.20/0|10.0.36.20/0|||OEW-VPLS|true||0|
12.80.17.93/3|12.80.17.93/3|12.80.17.93/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
12.80.68.135/5|12.80.68.135/5|12.80.68.135/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.24.113/0|143.0.24.113/0|143.0.24.113/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.242/1|143.0.68.242/1|143.0.68.242/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.123.80.144/5|12.123.80.144/5|12.123.80.144/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
149.8.0.23/5|149.8.0.23/5|149.8.0.23/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
148.0.131.197/0|148.0.131.197/0|148.0.131.197/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.0.38.134/1|10.0.38.134/1|10.0.38.134/1|||OEW-VPLS|true||1|
12.123.80.108/0|12.123.80.108/0|12.123.80.108/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.144.0.115/0|10.144.0.115/0|10.144.0.115/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
149.0.3.196/0|149.0.3.196/0|149.0.3.196/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.0.36.14/2|10.0.36.14/2|10.0.36.14/2|||OEW-VPLS|true||2|
149.0.3.128/4|149.0.3.128/4|149.0.3.128/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
143.0.68.110/2|143.0.68.110/2|143.0.68.110/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.123.80.179/4|12.123.80.179/4|12.123.80.179/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
149.0.3.228/1|149.0.3.228/1|149.0.3.228/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
143.0.68.243/7|143.0.68.243/7|143.0.68.243/7|ETHERNET-NFO|IPAG|IPAG|true|B|7|DPC7
12.123.80.77/1|12.123.80.77/1|12.123.80.77/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
143.0.68.71/1|143.0.68.71/1|143.0.68.71/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
14.195.0.50/0|14.195.0.50/0|14.195.0.50/0|||OEW-VPLS|true||0|
143.0.68.230/3|143.0.68.230/3|143.0.68.230/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
10.0.36.7/6|10.0.36.7/6|10.0.36.7/6|||OEW-VPLS|true||6|
10.0.36.23/2|10.0.36.23/2|10.0.36.23/2|||OEW-VPLS|true||2|
143.0.24.131/4|143.0.24.131/4|143.0.24.131/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
10.0.8.124/4|10.0.8.124/4|10.0.8.124/4|||OEW-VPLS|true||4|
12.80.84.29/3|12.80.84.29/3|12.80.84.29/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
10.144.0.124/0|10.144.0.124/0|10.144.0.124/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
149.8.0.131/0|149.8.0.131/0|149.8.0.131/0|||OEW-VPLS|true||0|
8.8.0.208/0|8.8.0.208/0|8.8.0.208/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.120/0|143.0.68.120/0|143.0.68.120/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.123.80.115/2|12.123.80.115/2|12.123.80.115/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
148.0.131.253/5|148.0.131.253/5|148.0.131.253/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
143.0.24.144/0|143.0.24.144/0|143.0.24.144/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.36.5/0|10.0.36.5/0|10.0.36.5/0|||OEW-VPLS|true||0|
143.0.68.168/7|143.0.68.168/7|143.0.68.168/7|ETHERNET-NFO|IPAG|IPAG|true|B|7|DPC7
10.0.36.78/2|10.0.36.78/2|10.0.36.78/2|||OEW-VPLS|true||2|
12.123.68.4/0|12.123.68.4/0|12.123.68.4/0|||OEW-VPLS|true||0|
10.0.38.52/0|10.0.38.52/0|10.0.38.52/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.22/5|143.0.68.22/5|143.0.68.22/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.49/0|143.0.68.49/0|143.0.68.49/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
12.80.72.103/5|12.80.72.103/5|12.80.72.103/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.0.36.78/7|10.0.36.78/7|10.0.36.78/7|||OEW-VPLS|true||7|
12.80.0.212/0|12.80.0.212/0|12.80.0.212/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.122.72.115/2|12.122.72.115/2|12.122.72.115/2|||OEW-VPLS|true||2|
12.123.80.27/3|12.123.80.27/3|12.123.80.27/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
143.0.68.227/3|143.0.68.227/3|143.0.68.227/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.51/0|143.0.68.51/0|143.0.68.51/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
150.0.0.113/2|150.0.0.113/2|150.0.0.113/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.122.72.128/1|12.122.72.128/1|12.122.72.128/1|||OEW-VPLS|true||1|
143.0.24.102/1|143.0.24.102/1|143.0.24.102/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.0.211/3|12.80.0.211/3|12.80.0.211/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.80.0.208/1|12.80.0.208/1|12.80.0.208/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
149.8.0.128/8|149.8.0.128/8|149.8.0.128/8|||OEW-VPLS|true||8|
10.0.36.14/10|10.0.36.14/10|10.0.36.14/10|||OEW-VPLS|true||10|
12.80.0.207/2|12.80.0.207/2|12.80.0.207/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
8.8.0.245/5|8.8.0.245/5|8.8.0.245/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.123.80.166/1|12.123.80.166/1|12.123.80.166/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.144.0.115/11|10.144.0.115/11|10.144.0.115/11|ETHERNET-NFO|IPAG|IPAG|true|S|11|DPC11
8.8.0.238/5|8.8.0.238/5|8.8.0.238/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
10.0.38.72/1|10.0.38.72/1|10.0.38.72/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
148.0.131.182/2|148.0.131.182/2|148.0.131.182/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
148.0.131.217/0|148.0.131.217/0|148.0.131.217/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
148.0.131.185/1|148.0.131.185/1|148.0.131.185/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.8.0.9/1|149.8.0.9/1|149.8.0.9/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.80.72.47/0|12.80.72.47/0|12.80.72.47/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
149.9.0.128/1|149.9.0.128/1|149.9.0.128/1|||OEW-VPLS|true||1|
12.82.0.63/3|12.82.0.63/3|12.82.0.63/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
12.80.68.138/0|12.80.68.138/0|12.80.68.138/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.80.72.35/0|12.80.72.35/0|12.80.72.35/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.168/4|143.0.68.168/4|143.0.68.168/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.122.72.164/0|12.122.72.164/0|12.122.72.164/0|||OEW-VPLS|true||0|
8.8.0.242/0|8.8.0.242/0|8.8.0.242/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.0.36.77/0|10.0.36.77/0|10.0.36.77/0|||OEW-VPLS|true||0|
10.0.40.32/10|10.0.40.32/10|10.0.40.32/10|||OEW-VPLS|true||10|
143.0.68.244/3|143.0.68.244/3|143.0.68.244/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.208/0|143.0.68.208/0|143.0.68.208/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.36.19/3|10.0.36.19/3|10.0.36.19/3|||OEW-VPLS|true||3|
10.0.38.64/1|10.0.38.64/1|10.0.38.64/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
10.0.40.7/0|10.0.40.7/0|10.0.40.7/0|||OEW-VPLS|true||0|
150.0.0.168/2|150.0.0.168/2|150.0.0.168/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
149.4.64.17/0|149.4.64.17/0|149.4.64.17/0|||OEW-VPLS|true||0|
72.44.12.28/4|72.44.12.28/4|72.44.12.28/4|||OEW-VPLS|true||4|
150.0.0.12/0|150.0.0.12/0|150.0.0.12/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.80.68.143/0|12.80.68.143/0|12.80.68.143/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
12.123.80.181/2|12.123.80.181/2|12.123.80.181/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
149.0.3.198/4|149.0.3.198/4|149.0.3.198/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
150.0.0.73/2|150.0.0.73/2|150.0.0.73/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
12.80.72.116/1|12.80.72.116/1|12.80.72.116/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
149.2.0.1/5|149.2.0.1/5|149.2.0.1/5|||OEW-VPLS|true||5|
149.8.0.128/4|149.8.0.128/4|149.8.0.128/4|||OEW-VPLS|true||4|
10.0.32.65/4|10.0.32.65/4|10.0.32.65/4|||OEW-VPLS|true||4|
149.0.3.212/0|149.0.3.212/0|149.0.3.212/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
149.4.64.10/11|149.4.64.10/11|149.4.64.10/11|||OEW-VPLS|true||11|
143.0.68.23/3|143.0.68.23/3|143.0.68.23/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
10.144.0.122/1|10.144.0.122/1|10.144.0.122/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
149.0.3.201/0|149.0.3.201/0|149.0.3.201/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.240/4|143.0.68.240/4|143.0.68.240/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.80.72.61/5|12.80.72.61/5|12.80.72.61/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
10.144.0.147/4|10.144.0.147/4|10.144.0.147/4|ETHERNET-NFO|IPAG|IPAG|true|B|4|DPC4
12.123.68.3/3|12.123.68.3/3|12.123.68.3/3|||OEW-VPLS|true||3|
12.123.80.198/1|12.123.80.198/1|12.123.80.198/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.123.80.27/2|12.123.80.27/2|12.123.80.27/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
12.80.4.11/5|12.80.4.11/5|12.80.4.11/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.123.80.183/5|12.123.80.183/5|12.123.80.183/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
10.0.40.33/5|10.0.40.33/5|10.0.40.33/5|||OEW-VPLS|true||5|
12.123.80.15/0|12.123.80.15/0|12.123.80.15/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
10.0.36.68/0|10.0.36.68/0|10.0.36.68/0|||OEW-VPLS|true||0|
150.0.0.7/0|150.0.0.7/0|150.0.0.7/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
143.0.68.134/0|143.0.68.134/0|143.0.68.134/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
143.0.68.22/2|143.0.68.22/2|143.0.68.22/2|ETHERNET-NFO|IPAG|IPAG|true|B|2|DPC2
143.0.24.14/6|143.0.24.14/6|143.0.24.14/6|ETHERNET-NFO|IPAG|IPAG|true|S|2|SCB2/6
12.123.80.32/1|12.123.80.32/1|12.123.80.32/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
150.0.0.169/5|150.0.0.169/5|150.0.0.169/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
8.8.0.232/0|8.8.0.232/0|8.8.0.232/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
10.0.36.73/10|10.0.36.73/10|10.0.36.73/10|||OEW-VPLS|true||10|
8.8.0.219/1|8.8.0.219/1|8.8.0.219/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.0.36.6/0|10.0.36.6/0|10.0.36.6/0|||OEW-VPLS|true||0|
149.9.0.28/5|149.9.0.28/5|149.9.0.28/5|ETHERNET-NFO|IPAG|IPAG|true|S|5|DPC5
12.122.72.165/0|12.122.72.165/0|12.122.72.165/0|||OEW-VPLS|true||0|
149.0.3.196/2|149.0.3.196/2|149.0.3.196/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
149.8.0.128/3|149.8.0.128/3|149.8.0.128/3|||OEW-VPLS|true||3|
143.0.68.241/3|143.0.68.241/3|143.0.68.241/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.24.43/0|143.0.24.43/0|143.0.24.43/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
149.4.64.7/3|149.4.64.7/3|149.4.64.7/3|||OEW-VPLS|true||3|
149.0.3.207/2|149.0.3.207/2|149.0.3.207/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
10.0.36.17/2|10.0.36.17/2|10.0.36.17/2|||OEW-VPLS|true||2|
10.0.34.15/3|10.0.34.15/3|10.0.34.15/3|||OEW-VPLS|true||3|
150.0.0.120/1|150.0.0.120/1|150.0.0.120/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
12.80.4.10/5|12.80.4.10/5|12.80.4.10/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.2.0.1/2|143.2.0.1/2|143.2.0.1/2|||OEW-VPLS|true||2|
12.123.80.91/5|12.123.80.91/5|12.123.80.91/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
143.0.68.99/5|143.0.68.99/5|143.0.68.99/5|ETHERNET-NFO|IPAG|IPAG|true|B|5|DPC5
12.80.72.73/0|12.80.72.73/0|12.80.72.73/0|ETHERNET-NFO|IPAG|IPAG|true|B|0|DPC0
8.8.1.5/1|8.8.1.5/1|8.8.1.5/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.123.80.215/4|12.123.80.215/4|12.123.80.215/4|ETHERNET-NFO|IPAG|IPAG|true|S|4|DPC4
149.4.64.2/0|149.4.64.2/0|149.4.64.2/0|||OEW-VPLS|true||0|
10.144.0.153/1|10.144.0.153/1|10.144.0.153/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
12.123.68.7/3|12.123.68.7/3|12.123.68.7/3|||OEW-VPLS|true||3|
8.8.0.217/1|8.8.0.217/1|8.8.0.217/1|ETHERNET-NFO|IPAG|IPAG|true|S|1|DPC1
10.0.36.21/2|10.0.36.21/2|10.0.36.21/2|||OEW-VPLS|true||2|
149.9.0.9/1|149.9.0.9/1|149.9.0.9/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
143.0.68.242/3|143.0.68.242/3|143.0.68.242/3|ETHERNET-NFO|IPAG|IPAG|true|B|3|DPC3
143.0.68.84/2|143.0.68.84/2|143.0.68.84/2|ETHERNET-NFO|IPAG|IPAG|true|S|2|DPC2
150.0.0.58/3|150.0.0.58/3|150.0.0.58/3|ETHERNET-NFO|IPAG|IPAG|true|S|3|DPC3
149.8.0.22/0|149.8.0.22/0|149.8.0.22/0|ETHERNET-NFO|IPAG|IPAG|true|S|0|DPC0
149.0.3.157/1|149.0.3.157/1|149.0.3.157/1|ETHERNET-NFO|IPAG|IPAG|true|B|1|DPC1
